dataset,model,instance_idx,method,spearman_mean,spearman_std,mse_mean,mse_std,n_budget,k_runs
adult,mlp,9,b2_stratified,0.9888644688644689,0.007758653359632921,0.00029555172201996125,0.00031260861820946623,5000,30
credit,ridge,0,abc_corrected,0.9946640316205534,0.004341833215621657,0.00015960621620968778,0.00012784166790690094,5000,30
credit,ridge,0,dirichlet_strong,0.9944993412384718,0.004932030142023484,9.295443460193672e-05,7.932039655497613e-05,5000,30
credit,ridge,0,b1_uniform,0.9843214756258234,0.01011493950865308,3.743464296263302e-05,2.2614097230046718e-05,5000,30
credit,ridge,0,b2_stratified,0.9986166007905141,0.0015435276039341087,2.0093007192745906e-05,2.4241722533346895e-05,5000,30
credit,ridge,1,abc_corrected,0.9827075098814227,0.008639890380749818,0.00010069828843277023,7.181308044159896e-05,5000,30
credit,ridge,1,dirichlet_strong,0.984387351778656,0.00715021838542513,0.00010390184203930468,5.8710675638884716e-05,5000,30
credit,ridge,1,b1_uniform,0.9705204216073783,0.011959062147320204,2.1238607425436094e-05,1.0015407368473757e-05,5000,30
credit,ridge,1,b2_stratified,0.9918642951251648,0.004885617282704894,1.1735758939121272e-05,7.149543633316513e-06,5000,30
credit,ridge,2,abc_corrected,0.9262187088274046,0.0518024951240656,0.00043692104466474705,0.00031643497764563555,5000,30
credit,ridge,2,dirichlet_strong,0.9356060606060607,0.04956830316048939,0.00039493422800636216,0.0003628304341105072,5000,30
credit,ridge,2,b1_uniform,0.912878787878788,0.0420435547251133,0.00010076760599792146,5.191634093081532e-05,5000,30
credit,ridge,2,b2_stratified,0.9783267457180501,0.011375611875470221,7.280395373286062e-05,5.2009939032466534e-05,5000,30
credit,ridge,3,abc_corrected,0.934848484848485,0.0321330476530116,0.00010407982616887057,6.441666239433181e-05,5000,30
credit,ridge,3,dirichlet_strong,0.9458498023715414,0.03270576839597546,7.346888914269283e-05,6.040213243899715e-05,5000,30
credit,ridge,3,b1_uniform,0.8996706192358364,0.043023533349934084,2.158127913637087e-05,1.2404178609137088e-05,5000,30
credit,ridge,3,b2_stratified,0.976449275362319,0.017170344697017958,1.2284819785391334e-05,7.5501231187957664e-06,5000,30
credit,ridge,4,abc_corrected,0.985441370223979,0.006564187590782622,5.194334612484246e-05,4.06108862676258e-05,5000,30
credit,ridge,4,dirichlet_strong,0.9876482213438734,0.008855688371145545,5.672371195084463e-05,5.307317998156684e-05,5000,30
credit,ridge,4,b1_uniform,0.9706521739130435,0.017484162656517744,1.50949805661888e-05,1.542479014657844e-05,5000,30
credit,ridge,4,b2_stratified,0.9941699604743086,0.003260869565217431,7.70056817655242e-06,3.973454767775365e-06,5000,30
credit,ridge,5,abc_corrected,0.955566534914361,0.02929024811615435,3.576352206286556e-05,1.8529914590786675e-05,5000,30
credit,ridge,5,dirichlet_strong,0.9548418972332017,0.032576889906530834,3.272293379003135e-05,2.3879978180681924e-05,5000,30
credit,ridge,5,b1_uniform,0.9397562582345192,0.02251936081176869,2.082066372327459e-05,9.5510292395474e-06,5000,30
credit,ridge,5,b2_stratified,0.9922595520421608,0.004441757920754394,7.86775320279516e-06,4.450320770074122e-06,5000,30
credit,ridge,6,abc_corrected,0.9949934123847168,0.0053938048723211635,2.9182648493714253e-05,2.1936546090502636e-05,5000,30
credit,ridge,6,dirichlet_strong,0.9964097496706193,0.0026451141650742915,2.811784803808717e-05,2.5385260237083407e-05,5000,30
credit,ridge,6,b1_uniform,0.9874835309617918,0.00617797505403982,6.828167112581698e-06,4.302720051537167e-06,5000,30
credit,ridge,6,b2_stratified,0.9978590250329382,0.0015536859571897948,3.887855818711779e-06,2.9853936025902093e-06,5000,30
credit,ridge,7,abc_corrected,0.9460803689064557,0.04372659595765366,0.00016060983605060847,0.00013533736968988124,5000,30
credit,ridge,7,dirichlet_strong,0.9575428194993413,0.046696725767029254,0.00017641726373521756,0.00014652953254814838,5000,30
credit,ridge,7,b1_uniform,0.8744729907773388,0.05291098820604364,6.0327094011993564e-05,3.5146114036308044e-05,5000,30
credit,ridge,7,b2_stratified,0.9920619235836626,0.003160854240483133,1.9545411007136525e-05,1.586013603779032e-05,5000,30
credit,ridge,8,abc_corrected,0.9638669301712779,0.02416094907693235,1.5797706552476663e-05,1.1729802418756832e-05,5000,30
credit,ridge,8,dirichlet_strong,0.9768445322793149,0.023314970243906483,1.2554678737850351e-05,1.2044626515918974e-05,5000,30
credit,ridge,8,b1_uniform,0.969631093544137,0.017240054763013053,5.909857581427155e-06,5.89097616776889e-06,5000,30
credit,ridge,8,b2_stratified,0.9920289855072463,0.004806702594717983,1.966665873094067e-06,1.8007327466768487e-06,5000,30
credit,ridge,9,abc_corrected,0.9615942028985507,0.0211313612509521,1.625329188804188e-05,1.271643791661384e-05,5000,30
credit,ridge,9,dirichlet_strong,0.9663702239789196,0.022750866102462665,1.4216999545070987e-05,1.3335848417700774e-05,5000,30
credit,ridge,9,b1_uniform,0.9452898550724638,0.033691144217724144,6.3754355734593275e-06,6.513466011435872e-06,5000,30
credit,ridge,9,b2_stratified,0.9849802371541503,0.004796308734984823,2.550943180524967e-06,1.2314375522074998e-06,5000,30
credit,rf,0,abc_corrected,0.8511528326745718,0.06764577203328,0.0033158524783644325,0.00193398682732147,5000,30
credit,rf,0,dirichlet_strong,0.9018774703557314,0.06566756337243058,0.0019052074625769964,0.001205833168928126,5000,30
credit,rf,0,b1_uniform,0.7358695652173911,0.043645735362510533,0.008999919063512317,0.0010202485610598345,5000,30
credit,rf,0,b2_stratified,0.9690052700922267,0.010804944253702285,0.0006684112077867697,0.00023665528281802887,5000,30
credit,rf,1,abc_corrected,0.6889986824769435,0.13855195808735363,0.008442009283807934,0.006134986249423246,5000,30
credit,rf,1,dirichlet_strong,0.6960144927536233,0.12709509657819063,0.006084019780301413,0.004390557002705383,5000,30
credit,rf,1,b1_uniform,0.27839262187088276,0.1324378410126155,0.020858833776828043,0.0032491251123573047,5000,30
credit,rf,1,b2_stratified,0.8656785243741766,0.04686401917420401,0.0009745907319605583,0.0006175100176150061,5000,30
credit,rf,2,abc_corrected,0.6253623188405797,0.17547280353195086,0.0030330220390656854,0.0023909591790117275,5000,30
credit,rf,2,dirichlet_strong,0.5456851119894598,0.19121437362040386,0.003113790448109279,0.0017723893327073572,5000,30
credit,rf,2,b1_uniform,0.47763504611330704,0.1402186292815529,0.00290030995963345,0.001062335734807879,5000,30
credit,rf,2,b2_stratified,0.8770092226613968,0.04302882855716217,0.000695276015389683,0.0003278829303205345,5000,30
credit,rf,3,abc_corrected,0.7044795783926219,0.11484632044468154,0.0057210285690044126,0.0050722037901640435,5000,30
credit,rf,3,dirichlet_strong,0.808102766798419,0.13687070375833993,0.003614201416409018,0.003028492972256333,5000,30
credit,rf,3,b1_uniform,0.5254611330698288,0.12419437443469732,0.01682293916289538,0.00195960025583797,5000,30
credit,rf,3,b2_stratified,0.9242753623188407,0.0319191714499625,0.0008665649478048882,0.0007826339913553366,5000,30
credit,rf,4,abc_corrected,0.7426548089591568,0.1093588830697703,0.0017923325998671017,0.0012441996602932481,5000,30
credit,rf,4,dirichlet_strong,0.7413043478260869,0.10830790824368025,0.0018425635947832953,0.0015371391244619296,5000,30
credit,rf,4,b1_uniform,0.5045783926218709,0.1333595518403408,0.0024568662851730265,0.000862055087543054,5000,30
credit,rf,4,b2_stratified,0.8991765480895916,0.052013269360725596,0.0005428950759289042,0.0003900585567485716,5000,30
credit,rf,5,abc_corrected,0.8156785243741768,0.08818885630478707,0.001587922162520286,0.001023923930839839,5000,30
credit,rf,5,dirichlet_strong,0.8282279314888011,0.1217015568709724,0.0013230810454468733,0.0009913557787808317,5000,30
credit,rf,5,b1_uniform,0.617094861660079,0.08298071620927176,0.0026189308312712053,0.0004243270924713239,5000,30
credit,rf,5,b2_stratified,0.9492424242424242,0.026277257507046188,0.0002778091559004626,0.00013744897765000723,5000,30
credit,rf,6,abc_corrected,0.6845191040843215,0.13465976742401944,0.001354578175290673,0.000926204102726614,5000,30
credit,rf,6,dirichlet_strong,0.711429512516469,0.1577403379120246,0.0011955176820819555,0.0009307060013847526,5000,30
credit,rf,6,b1_uniform,0.5236166007905138,0.09331724441168127,0.0011888698089993776,0.000328578791339299,5000,30
credit,rf,6,b2_stratified,0.8944664031620554,0.04170959424271184,0.000266489145586272,0.00012051323584997305,5000,30
credit,rf,7,abc_corrected,0.7655138339920948,0.1041216775995271,0.0006463744238101374,0.00037709321426919706,5000,30
credit,rf,7,dirichlet_strong,0.8230895915678524,0.108538778680512,0.0005548015582995484,0.00042245566557566096,5000,30
credit,rf,7,b1_uniform,0.5762187088274046,0.16587918760782377,0.0010852346877026288,0.0003712235570426006,5000,30
credit,rf,7,b2_stratified,0.9196310935441371,0.03516207152854418,0.00014853704618641045,8.683464956877208e-05,5000,30
credit,rf,8,abc_corrected,0.6828722002635047,0.19039546159747994,0.0025651071106513805,0.00215746906075235,5000,30
credit,rf,8,dirichlet_strong,0.7231225296442687,0.16035500540062406,0.0018691169099746662,0.0012169609636446578,5000,30
credit,rf,8,b1_uniform,0.48725296442687743,0.1392101253801914,0.0023876620895643868,0.0006888267245163955,5000,30
credit,rf,8,b2_stratified,0.8505270092226614,0.06287305062888014,0.0004384062624344586,0.00021403791497247835,5000,30
credit,rf,9,abc_corrected,0.7533596837944664,0.1149247011736703,0.001208318823777517,0.000650495925797521,5000,30
credit,rf,9,dirichlet_strong,0.7861660079051382,0.10717270617778879,0.0007958943456693523,0.00047825381182656847,5000,30
credit,rf,9,b1_uniform,0.5659749670619235,0.12672404708607377,0.0017163848134301525,0.00047777313187657023,5000,30
credit,rf,9,b2_stratified,0.9249011857707511,0.029768076988945083,0.0002513694513510244,0.00010199751604417132,5000,30
credit,mlp,0,abc_corrected,0.8839262187088276,0.07756916296725185,0.004670460955116379,0.0036991781976327665,5000,30
credit,mlp,0,dirichlet_strong,0.8995718050065878,0.07588713358935548,0.0041199391418363825,0.004258227400351493,5000,30
credit,mlp,0,b1_uniform,0.870981554677207,0.029745855071681343,0.005003891660221043,0.0024224111293671227,5000,30
credit,mlp,0,b2_stratified,0.9636693017127799,0.0321783429232794,0.0009263356036496791,0.0009189992836962145,5000,30
credit,mlp,1,abc_corrected,0.6675559947299077,0.16913861316800638,0.0026709406350041254,0.001327853142866682,5000,30
credit,mlp,1,dirichlet_strong,0.7189064558629776,0.19724942792181313,0.0018727802313896235,0.00138795379459225,5000,30
credit,mlp,1,b1_uniform,0.5223320158102767,0.10231690567209481,0.0022337879735958104,0.000445799841431552,5000,30
credit,mlp,1,b2_stratified,0.922068511198946,0.05326367034841434,0.0005231688117719126,0.0003168146405761315,5000,30
credit,mlp,2,abc_corrected,0.8,0.14229674455651195,0.001296027984712238,0.0009039978301691373,5000,30
credit,mlp,2,dirichlet_strong,0.8566205533596837,0.0681461736848219,0.0008699115510123593,0.0006532826242452599,5000,30
credit,mlp,2,b1_uniform,0.7284914361001319,0.07572019613998965,0.0011703789277422167,0.0001881988816436818,5000,30
credit,mlp,2,b2_stratified,0.9447299077733862,0.050922053085677356,0.00015267572775416914,9.004645363510059e-05,5000,30
credit,mlp,3,abc_corrected,0.7878458498023715,0.14801745968687613,0.0024122909920578474,0.001880393845339145,5000,30
credit,mlp,3,dirichlet_strong,0.7718050065876152,0.19153602173422998,0.0024162052627435438,0.002417520971143176,5000,30
credit,mlp,3,b1_uniform,0.6466732542819499,0.12659967663361574,0.002009263894005875,0.0011683287539319379,5000,30
credit,mlp,3,b2_stratified,0.9300724637681161,0.03033203415212413,0.0004537516893371956,0.0003932649317161712,5000,30
credit,mlp,4,abc_corrected,0.8557641633728592,0.12786817928091482,0.0007006778447489008,0.0006016931506853028,5000,30
credit,mlp,4,dirichlet_strong,0.883596837944664,0.11697740700061461,0.0008189536084686264,0.0005358093366620745,5000,30
credit,mlp,4,b1_uniform,0.8672595520421608,0.045357297969481715,0.0003770879321158837,0.00010405237053317142,5000,30
credit,mlp,4,b2_stratified,0.9823451910408433,0.014227724019193403,6.502898490107685e-05,3.2948846998780415e-05,5000,30
credit,mlp,5,abc_corrected,0.8485507246376813,0.0605422632079984,0.0017008200383671938,0.0010035309956751696,5000,30
credit,mlp,5,dirichlet_strong,0.9050724637681162,0.04270705820619882,0.0010066033204316053,0.0008258812839182803,5000,30
credit,mlp,5,b1_uniform,0.7968379446640317,0.05211586482146432,0.0005736194026999543,0.00025259540981872864,5000,30
credit,mlp,5,b2_stratified,0.9711133069828722,0.013641335265760864,0.00016312671018949953,0.00012214550024363058,5000,30
credit,mlp,6,abc_corrected,0.8485836627140976,0.08439440321508196,0.0006911048761932225,0.0004477651296889084,5000,30
credit,mlp,6,dirichlet_strong,0.8813899868247694,0.0766497347162321,0.0006351084291177408,0.00046970653673485385,5000,30
credit,mlp,6,b1_uniform,0.8407114624505929,0.05129680044202823,0.0004179922646377202,0.00011540367243815262,5000,30
credit,mlp,6,b2_stratified,0.9583662714097496,0.023555307882059333,9.157335026734589e-05,4.7270393932879264e-05,5000,30
credit,mlp,7,abc_corrected,0.8772397891963111,0.08047980021907729,0.0003220420283051497,0.00024232956924702398,5000,30
credit,mlp,7,dirichlet_strong,0.9132081686429513,0.07053706560246446,0.00026283103046313597,0.0002233940090179193,5000,30
credit,mlp,7,b1_uniform,0.8470355731225298,0.04207939493300235,0.0001648533265639465,5.758031828475227e-05,5000,30
credit,mlp,7,b2_stratified,0.9735836627140976,0.011079930245625515,4.2942989704350256e-05,2.287243639108276e-05,5000,30
credit,mlp,8,abc_corrected,0.7781949934123849,0.09481420823132751,0.0005655587092678791,0.00033316911443766125,5000,30
credit,mlp,8,dirichlet_strong,0.7963438735177866,0.09392251339091298,0.000541716276151878,0.00029004856888027893,5000,30
credit,mlp,8,b1_uniform,0.7195652173913044,0.07478150494858254,0.0006019647725400278,0.00024004504020069188,5000,30
credit,mlp,8,b2_stratified,0.9052700922266139,0.04013101481470925,0.00014309399638469711,4.652488253872722e-05,5000,30
credit,mlp,9,abc_corrected,0.8433135704874836,0.08583906017622046,0.00044192277498188956,0.00034825386629125507,5000,30
credit,mlp,9,dirichlet_strong,0.8647891963109354,0.08154023558815322,0.00036452129262237926,0.000372844516421122,5000,30
credit,mlp,9,b1_uniform,0.7866930171277997,0.05634013440407812,0.00032132236369688166,0.00010340117011055635,5000,30
credit,mlp,9,b2_stratified,0.9439723320158102,0.029394146824840667,7.11817102139277e-05,3.754780218711319e-05,5000,30
